# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3023186	3023509	-	CCC80391.1			hypothetical membrane protein			lp_3410	324	107	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3023758	3024726	+							lp_3411	969		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3023758	3024726	+	CCC80392.1			extracellular protein, DUF1002 family			lp_3411	969	322	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3024823	3028233	-							lp_3412	3411		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3024823	3028233	-	CCC80393.1			cell surface protein, CscB family			lp_3412	3411	1136	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3028275	3029309	-							lp_3413	1035		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3028275	3029309	-	CCC80394.1			cell surface protein precursor, CscA/DUF916 family			lp_3413	1035	344	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3029371	3030180	-							lp_3414	810		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3029371	3030180	-	CCC80395.1			cell surface protein, CscB family			lp_3414	810	269	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3030482	3031219	+							lp_3415	738		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3030482	3031219	+	CCC80396.1			transcription regulator, AraC family			lp_3415	738	245	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3031701	3032204	-							lp_3416	504		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3031701	3032204	-	CCC80397.1			transcription regulator, MarR family			lp_3416	504	167	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3032365	3033033	-							lp_3417	669		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3032365	3033033	-	CCC80398.1			transcription regulator, TetR family			lp_3417	669	222	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3033341	3035002	+					pck		lp_3418	1662		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3033341	3035002	+	CCC80399.1			phosphoenolpyruvate carboxykinase (ATP)	pck		lp_3418	1662	553	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3035104	3035301	+							lp_3419	198		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3035104	3035301	+	CCC80400.1			hypothetical protein			lp_3419	198	65	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3035468	3036877	+					gadB		lp_3420	1410		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3035468	3036877	+	CCC80401.1			glutamate decarboxylase	gadB		lp_3420	1410	469	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3037009	3038121	-							lp_3421	1113		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3037009	3038121	-	CCC80402.1			extracellular protein,gamma-D-glutamate-meso-diaminopimelate muropeptidase			lp_3421	1113	370	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3038402	3038746	-							lp_3422	345		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3038402	3038746	-	CCC80403.1			hypothetical protein			lp_3422	345	114	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3038853	3039224	+							lp_3423	372		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3038853	3039224	+	CCC80404.1			hypothetical protein			lp_3423	372	123	
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3039278	3039350	+							lp_tRNA70	73		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3039278	3039350	+				tRNA-Ala			lp_tRNA70	73		
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3039554	3040147	-							lp_3425	594		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3039554	3040147	-	CCC80405.1			hypothetical protein			lp_3425	594	197	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3040169	3040480	-							lp_3426	312		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3040169	3040480	-	CCC80406.1			hypothetical protein, DUF2316 family			lp_3426	312	103	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3040494	3041351	-							lp_3427	858		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3040494	3041351	-	CCC80407.1			metal-dependent hydrolase, C-terminal domain			lp_3427	858	285	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3041222	3041494	-							lp_3427a	273		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3041222	3041494	-	CCC80408.1			metal-dependent hydrolase, N-terminal domain			lp_3427a	273	90	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3041614	3042192	+							lp_3429	579		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3041614	3042192	+	CCC80409.1			transcription regulator, TetR family			lp_3429	579	192	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3042353	3043306	+							lp_3430	954		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3042353	3043306	+	CCC80410.1			peroxidase			lp_3430	954	317	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3043574	3044287	+					ubiE		lp_3431	714		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3043574	3044287	+	CCC80411.1			menaquinone/ubiquinone biosynthesis methyltransferase	ubiE		lp_3431	714	237	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3044288	3044983	+							lp_3432	696		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3044288	3044983	+	CCC80412.1			S-adenosyl-L-methionine binding protein			lp_3432	696	231	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3045081	3046052	-							lp_3433	972		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3045081	3046052	-	CCC80413.1			endoglucanase E-like protein, SGNH hydrolase family			lp_3433	972	323	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3047002	3048906	+					cadA		lp_3435	1905		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3047002	3048906	+	CCC80414.1			cadmium transporting P-type ATPase	cadA		lp_3435	1905	634	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3049060	3049812	-					glpF5		lp_3436	753		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3049060	3049812	-	CCC80415.1			glycerol uptake facilitator protein	glpF5		lp_3436	753	250	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3050197	3050517	+					trxA3		lp_3437	321		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3050197	3050517	+	CCC80416.1			thioredoxin	trxA3		lp_3437	321	106	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3050541	3050810	+							lp_3438	270		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3050541	3050810	+	CCC80417.1			hypothetical protein, DUF156 family			lp_3438	270	89	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3050910	3051113	-							lp_3440	204		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3050910	3051113	-	CCC80418.1			hypothetical protein			lp_3440	204	67	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3051242	3051796	-					dps2		lp_3441	555		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3051242	3051796	-	CCC80419.1			DNA-binding ferritin-like protein, DPS family	dps2		lp_3441	555	184	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3051809	3052033	-							lp_3442	225		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3051809	3052033	-	CCC80420.1			heavy metal binding protein			lp_3442	225	74	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3052231	3052896	+							lp_3444	666		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3052231	3052896	+	CCC80421.1			transcription regulator, Crp family			lp_3444	666	221	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3053205	3055121	+					pepO		lp_3445	1917		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3053205	3055121	+	CCC80422.1			endopeptidase PepO	pepO		lp_3445	1917	638	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3056234	3056707	+							lp_3448	474		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3056234	3056707	+	CCC80423.1			acetyltransferase, GNAT family			lp_3448	474	157	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3056766	3058118	-					nox5		lp_3449	1353		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3056766	3058118	-	CCC80424.1			NADH oxidase	nox5		lp_3449	1353	450	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3058435	3060585	-							lp_3450	2151		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3058435	3060585	-	CCC80425.1			cell surface protein, CscC family			lp_3450	2151	716	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3060607	3061620	-							lp_3451	1014		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3060607	3061620	-	CCC80426.1			cell surface protein precursor, CscA/DUF916 family			lp_3451	1014	337	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3061718	3062410	-							lp_3452	693		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3061718	3062410	-	CCC80427.1			cell surface protein, CscB family			lp_3452	693	230	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3062448	3063020	-							lp_3453	573		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3062448	3063020	-	CCC80428.1			cell surface protein, CscB family			lp_3453	573	190	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3063017	3063295	-							lp_3454	279		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3063017	3063295	-	CCC80429.1			cell surface protein (putative)			lp_3454	279	92	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3063957	3064544	+							lp_3458	588		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3063957	3064544	+	CCC80430.1			cell surface protein precursor, CscD family,LPXTG-motif cell wall anchor			lp_3458	588	195	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3064670	3064969	-							lp_3459	300		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3064670	3064969	-	CCC80431.1			hypothetical protein			lp_3459	300	99	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3064971	3066308	-							lp_3460	1338		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3064971	3066308	-	CCC80432.1			hypothetical protein, DUF2201 family,metallopeptidase-related			lp_3460	1338	445	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3066326	3067519	-							lp_3461	1194		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3066326	3067519	-	CCC80433.1			ATPase, MoxR family			lp_3461	1194	397	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3067905	3068555	+					glpF6		lp_3463	651		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3067905	3068555	+	CCC80434.1			glycerol uptake facilitator protein	glpF6		lp_3463	651	216	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3068766	3070502	-					ubiB		lp_3464	1737		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3068766	3070502	-	CCC80435.1			ubiquinone biosynthesis protein, ABC1 family	ubiB		lp_3464	1737	578	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3070998	3072389	+					ileT		lp_3466	1392		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3070998	3072389	+	CCC80436.1			branched-chain amino acid (main:Isoleucine) transporter, LIVCS family	ileT		lp_3466	1392	463	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3072533	3074479	-					lacS		lp_3468	1947		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3072533	3074479	-	CCC80437.1			PTS regulated carbohydrate transporter, GPH family, lactose (can switch between symport (H+) and antiport (galactose))	lacS		lp_3468	1947	648	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3074498	3076549	-					lacA		lp_3469	2052		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3074498	3076549	-	CCC80438.1			beta-galactosidase I	lacA		lp_3469	2052	683	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3076796	3077806	+					lacR		lp_3470	1011		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3076796	3077806	+	CCC80439.1			transcription regulator. LacI family, lactose related	lacR		lp_3470	1011	336	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3077901	3079859	-					ram1		lp_3471	1959		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3077901	3079859	-	CCC80440.1			alpha-L-rhamnosidase	ram1		lp_3471	1959	652	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3079936	3081216	-					ramP1		lp_3472	1281		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3079936	3081216	-	CCC80441.1			disaccharride transporter, major facilitator super family (MFS)	ramP1		lp_3472	1281	426	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3081231	3082808	-					ram2		lp_3473	1578		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3081231	3082808	-	CCC80442.1			alpha-L-rhamnosidase	ram2		lp_3473	1578	525	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3082838	3084115	-					ramP2		lp_3474	1278		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3082838	3084115	-	CCC80443.1			disaccharride transporter, major facilitator super family (MFS)	ramP2		lp_3474	1278	425	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3084249	3085235	+					ramR		lp_3476	987		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3084249	3085235	+	CCC80444.1			transcription regulator, AraC family,GlcNAc-like induced	ramR		lp_3476	987	328	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3085369	3085968	-					fic		lp_3477	600		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3085369	3085968	-	CCC80445.1			cell filamentation protein Fic	fic		lp_3477	600	199	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3085965	3086552	-							lp_3478	588		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3085965	3086552	-	CCC80446.1			transcription regulator, Xre family			lp_3478	588	195	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3086650	3087657	-					galR		lp_3479	1008		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3086650	3087657	-	CCC80447.1			transcription regulator. LacI family, galactose related	galR		lp_3479	1008	335	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3087795	3089258	-					galT		lp_3480	1464		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3087795	3089258	-	CCC80448.1			UTP-galactose-1-P uridylyltransferase	galT		lp_3480	1464	487	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3089258	3090262	-					galE2		lp_3481	1005		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3089258	3090262	-	CCC80449.1			UDP-glucose 4-epimerase	galE2		lp_3481	1005	334	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3090327	3091490	-					galK		lp_3482	1164		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3090327	3091490	-	CCC80450.1			galactokinase	galK		lp_3482	1164	387	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3091774	3093654	+					lacL		lp_3483	1881		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3091774	3093654	+	CCC80451.1			beta-galactosidase, large subunit	lacL		lp_3483	1881	626	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3093638	3094597	+					lacM		lp_3484	960		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3093638	3094597	+	CCC80452.1			beta-galactosidase, small subunit	lacM		lp_3484	960	319	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3094697	3096913	-					melA		lp_3485	2217		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3094697	3096913	-	CCC80453.1			alpha-galactosidase	melA		lp_3485	2217	738	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3097010	3098968	-					rafP		lp_3486	1959		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3097010	3098968	-	CCC80454.1			PTS regulated carbohydrate transporter, GPH family, raffinose/melibiose/galactose (can switch between symport (H+) and antiport (lactose))	rafP		lp_3486	1959	652	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3099296	3100330	-					galM3		lp_3487	1035		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3099296	3100330	-	CCC80455.1			aldose 1-epimerase	galM3		lp_3487	1035	344	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3100453	3101448	-					rafR		lp_3488	996		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3100453	3101448	-	CCC80456.1			transcription regulator. LacI family, raffinose related	rafR		lp_3488	996	331	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3101775	3102797	-							lp_3489	1023		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3101775	3102797	-	CCC80457.1			aldo/keto reductase family protein			lp_3489	1023	340	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3102983	3103351	+							lp_3490	369		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3102983	3103351	+	CCC80458.1			FMN-binding protein			lp_3490	369	122	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3103416	3105707	-							lp_3491	2292		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3103416	3105707	-	CCC80459.1			fumarate reductase, flavoprotein subunit precursor			lp_3491	2292	763	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3105700	3106656	-					apbE3		lp_3492	957		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3105700	3106656	-	CCC80460.1			thiamin biosynthesis lipoprotein ApbE	apbE3		lp_3492	957	318	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3106690	3107448	-					aroC2		lp_3493	759		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3106690	3107448	-	CCC80461.1			3-dehydroquinate dehydratase	aroC2		lp_3493	759	252	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3107472	3108356	-					aroD2		lp_3494	885		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3107472	3108356	-	CCC80462.1			shikimate 5-dehydrogenase	aroD2		lp_3494	885	294	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3108495	3109424	+							lp_3495	930		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3108495	3109424	+	CCC80463.1			transcription regulator, LysR family			lp_3495	930	309	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3109402	3111072	-					ISP2_5		lp_3496	1671		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3109402	3111072	-	CCC80464.1			transposase	ISP2_5		lp_3496	1671	556	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3111229	3112470	-							lp_3497	1242		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3111229	3112470	-	CCC80465.1			shikimate transport protein			lp_3497	1242	413	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3112472	3113356	-					aroD3		lp_3498	885		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3112472	3113356	-	CCC80466.1			shikimate 5-dehydrogenase	aroD3		lp_3498	885	294	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3113374	3114258	-					aroD4		lp_3499	885		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3113374	3114258	-	CCC80467.1			shikimate 5-dehydrogenase	aroD4		lp_3499	885	294	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3114346	3115185	-							lp_3500	840		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3114346	3115185	-	CCC80468.1			short-chain dehydrogenase/oxidoreductase			lp_3500	840	279	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3115213	3116064	-							lp_3501	852		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3115213	3116064	-	CCC80469.1			sugar phosphate isomerase/epimerase			lp_3501	852	283	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3116288	3117193	+							lp_3502	906		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3116288	3117193	+	CCC80470.1			transcription regulator, LysR family			lp_3502	906	301	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3117491	3118684	+							lp_3503	1194		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3117491	3118684	+	CCC80471.1			shikimate transport protein			lp_3503	1194	397	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3118807	3119178	-							lp_3504	372		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3118807	3119178	-	CCC80472.1			hypothetical membrane protein			lp_3504	372	123	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3119171	3119962	-					estA		lp_3505	792		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3119171	3119962	-	CCC80473.1			acetyl esterase (promiscuous)	estA		lp_3505	792	263	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3119992	3120723	-							lp_3506	732		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3119992	3120723	-	CCC80474.1			transcription regulator, GntR family			lp_3506	732	243	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3120944	3122281	+					pts29C		lp_3507	1338		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3120944	3122281	+	CCC80475.1			PTS system, cellobiose-specific EIIC component	pts29C		lp_3507	1338	445	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3122438	3123388	+							lp_3508	951		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3122438	3123388	+	CCC80476.1			N-acetylmuramic acid-6-phosphate etherase			lp_3508	951	316	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3123400	3124308	+							lp_3509	909		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3123400	3124308	+	CCC80477.1			N-acetylglucosamine kinase			lp_3509	909	302	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3124305	3125393	+							lp_3510	1089		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3124305	3125393	+	CCC80478.1			PTS-associated protein			lp_3510	1089	362	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3125615	3127075	-					pbg8		lp_3512	1461		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3125615	3127075	-	CCC80479.1			6-phospho-beta-glucosidase	pbg8		lp_3512	1461	486	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3127068	3128942	-					pts30BCA		lp_3513	1875		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3127068	3128942	-	CCC80480.1			PTS system, beta-glucosides-specific EIIBCA component	pts30BCA		lp_3513	1875	624	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3129067	3129912	-					bglG4		lp_3514	846		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3129067	3129912	-	CCC80481.1			transcription antiterminator, BlgB family	bglG4		lp_3514	846	281	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3130159	3131907	-							lp_3516	1749		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3130159	3131907	-	CCC80482.1			transcription regulator and PTS system, EIIA component			lp_3516	1749	582	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3131911	3133074	-					cblA3		lp_3517	1164		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3131911	3133074	-	CCC80483.1			cystathionine beta-lyase	cblA3		lp_3517	1164	387	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3133166	3134623	-					pts31BC		lp_3518	1458		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	3133166	3134623	-	CCC80484.1			PTS system fructose-specific EIIBC component	pts31BC		lp_3518	1458	485	
