# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2273002	2273775	-							LP_RS10835	774		old_locus_tag=lp_2549
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2273002	2273775	-	WP_003642722.1	WP_003642722.1		TerC family protein			LP_RS10835	774	257	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2273951	2274505	-							LP_RS10840	555		old_locus_tag=lp_2550
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2273951	2274505	-	WP_003642721.1	WP_003642721.1		sugar O-acetyltransferase			LP_RS10840	555	184	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2274691	2275761	-					hisC		LP_RS10845	1071		old_locus_tag=lp_2551
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2274691	2275761	-	WP_011101825.1	WP_011101825.1		histidinol-phosphate transaminase	hisC		LP_RS10845	1071	356	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2275773	2276093	-					hisE		LP_RS10850	321		old_locus_tag=lp_2552
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2275773	2276093	-	WP_003642719.1	WP_003642719.1		phosphoribosyl-ATP diphosphatase	hisE		LP_RS10850	321	106	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2276234	2276560	-					hisI		LP_RS10855	327		old_locus_tag=lp_2553
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2276234	2276560	-	WP_003646591.1	WP_003646591.1		phosphoribosyl-AMP cyclohydrolase	hisI		LP_RS10855	327	108	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2276557	2277315	-					hisF		LP_RS10860	759		old_locus_tag=lp_2554
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2276557	2277315	-	WP_003646590.1	WP_003646590.1		imidazole glycerol phosphate synthase subunit HisF	hisF		LP_RS10860	759	252	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2277309	2278028	-					hisA		LP_RS10865	720		old_locus_tag=lp_2556
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2277309	2278028	-	WP_003642716.1	WP_003642716.1		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	hisA		LP_RS10865	720	239	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2278009	2278635	-					hisH		LP_RS10870	627		old_locus_tag=lp_2557
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2278009	2278635	-	WP_011101826.1	WP_011101826.1		imidazole glycerol phosphate synthase subunit HisH	hisH		LP_RS10870	627	208	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2278636	2279220	-					hisB		LP_RS10875	585		old_locus_tag=lp_2558
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2278636	2279220	-	WP_003644682.1	WP_003644682.1		imidazoleglycerol-phosphate dehydratase HisB	hisB		LP_RS10875	585	194	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2279293	2280579	-					hisD		LP_RS10880	1287		old_locus_tag=lp_2559
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2279293	2280579	-	WP_011101827.1	WP_011101827.1		histidinol dehydrogenase	hisD		LP_RS10880	1287	428	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2280579	2281235	-					hisG		LP_RS10885	657		old_locus_tag=lp_2560
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2280579	2281235	-	WP_003642712.1	WP_003642712.1		ATP phosphoribosyltransferase	hisG		LP_RS10885	657	218	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2281228	2282379	-					hisZ		LP_RS10890	1152		old_locus_tag=lp_2561
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2281228	2282379	-	WP_003644683.1	WP_003644683.1		ATP phosphoribosyltransferase regulatory subunit	hisZ		LP_RS10890	1152	383	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2282845	2283681	-					hisJ		LP_RS10895	837		old_locus_tag=lp_2563
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2282845	2283681	-	WP_003642710.1	WP_003642710.1		histidinol-phosphatase HisJ	hisJ		LP_RS10895	837	278	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2283903	2285066	+							LP_RS10900	1164		old_locus_tag=lp_2564
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2283903	2285066	+	WP_003646586.1	WP_003646586.1		VanZ family protein			LP_RS10900	1164	387	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2285150	2286058	+							LP_RS10905	909		old_locus_tag=lp_2565
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2285150	2286058	+	WP_003646585.1	WP_003646585.1		magnesium transporter CorA family protein			LP_RS10905	909	302	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2286073	2286420	+							LP_RS10910	348		old_locus_tag=lp_2566
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2286073	2286420	+	WP_003642707.1	WP_003642707.1		DUF1801 domain-containing protein			LP_RS10910	348	115	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2286571	2287080	-							LP_RS10915	510		old_locus_tag=lp_2567
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2286571	2287080	-	WP_011101828.1	WP_011101828.1		MerR family transcriptional regulator			LP_RS10915	510	169	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2287129	2287953	-							LP_RS10920	825		old_locus_tag=lp_2568
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2287129	2287953	-	WP_011101829.1	WP_011101829.1		SDR family oxidoreductase			LP_RS10920	825	274	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2287992	2288507	-							LP_RS10925	516		old_locus_tag=lp_2569
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2287992	2288507	-	WP_003644685.1	WP_003644685.1		polyketide cyclase			LP_RS10925	516	171	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2288825	2289886	-							LP_RS10930	1062		old_locus_tag=lp_2570
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2288825	2289886	-	WP_011101830.1	WP_011101830.1		aspartate-semialdehyde dehydrogenase			LP_RS10930	1062	353	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2290117	2291070	+							LP_RS10935	954		old_locus_tag=lp_2572
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2290117	2291070	+	WP_011101831.1	WP_011101831.1		linear amide C-N hydrolase			LP_RS10935	954	317	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2291119	2291337	-							LP_RS10940	219		old_locus_tag=lp_2573
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2291119	2291337	-	WP_003642701.1	WP_003642701.1		hypothetical protein			LP_RS10940	219	72	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2291337	2292113	-							LP_RS10945	777		old_locus_tag=lp_2574
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2291337	2292113	-	WP_176045050.1	WP_176045050.1		TMEM175 family protein			LP_RS10945	777	258	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2292119	2294803	+							LP_RS10950	2685		old_locus_tag=lp_2575
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2292119	2294803	+	WP_011101832.1	WP_011101832.1		MMPL family transporter			LP_RS10950	2685	894	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2295265	2297382	-							LP_RS10955	2118		old_locus_tag=lp_2578
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2295265	2297382	-	WP_011101833.1	WP_011101833.1		SpaA isopeptide-forming pilin-related protein			LP_RS10955	2118	705	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2297744	2298181	-							LP_RS10960	438		old_locus_tag=lp_2579
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2297744	2298181	-	WP_011101834.1	WP_011101834.1		GNAT family N-acetyltransferase			LP_RS10960	438	145	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2298372	2300525	+							LP_RS10965	2154		old_locus_tag=lp_2580
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2298372	2300525	+	WP_011101835.1	WP_011101835.1		LTA synthase family protein			LP_RS10965	2154	717	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2300907	2302700	+							LP_RS10970	1794		old_locus_tag=lp_2582
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2300907	2302700	+	WP_003642695.1	WP_003642695.1		glycerophosphodiester phosphodiesterase			LP_RS10970	1794	597	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2303816	2304811	-							LP_RS10975	996		old_locus_tag=lp_2585
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2303816	2304811	-	WP_003642692.1	WP_003642692.1		NAD(P)/FAD-dependent oxidoreductase			LP_RS10975	996	331	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2304935	2305696	+							LP_RS10980	762		old_locus_tag=lp_2586
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2304935	2305696	+	WP_003642691.1	WP_003642691.1		alpha/beta hydrolase			LP_RS10980	762	253	
gene	pseudogene	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2306122	2306361	+							LP_RS15955	240		partial;pseudo
CDS	without_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2306122	2306361	+				Ig-like domain-containing protein			LP_RS15955	240		partial;pseudo
gene	pseudogene	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2306965	2307327	+							LP_RS15960	363		partial;pseudo
CDS	without_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2306965	2307327	+				hypothetical protein			LP_RS15960	363		partial;pseudo
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2307550	2307681	+							LP_RS15965	132		
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2307550	2307681	+	WP_003642688.1	WP_003642688.1		LPXTG cell wall anchor domain-containing protein			LP_RS15965	132	43	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2307804	2308688	-							LP_RS10990	885		old_locus_tag=lp_2589
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2307804	2308688	-	WP_003642687.1	WP_003642687.1		polyphosphate kinase 2 family protein			LP_RS10990	885	294	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2308708	2309268	-							LP_RS10995	561		old_locus_tag=lp_2590
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2308708	2309268	-	WP_011101839.1	WP_011101839.1		nitroreductase family protein			LP_RS10995	561	186	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2309468	2310424	+							LP_RS11000	957		old_locus_tag=lp_2591
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2309468	2310424	+	WP_003644692.1	WP_003644692.1		nucleoside hydrolase			LP_RS11000	957	318	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2310572	2311468	+							LP_RS11005	897		old_locus_tag=lp_2593
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2310572	2311468	+	WP_011101840.1	WP_011101840.1		ribonuclease H family protein			LP_RS11005	897	298	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2311796	2312644	-							LP_RS11010	849		old_locus_tag=lp_2594
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2311796	2312644	-	WP_011101841.1	WP_011101841.1		GRP family sugar transporter			LP_RS11010	849	282	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2312648	2313610	-							LP_RS11015	963		old_locus_tag=lp_2595
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2312648	2313610	-	WP_011101842.1	WP_011101842.1		ROK family protein			LP_RS11015	963	320	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2313946	2314749	-							LP_RS11020	804		old_locus_tag=lp_2596
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2313946	2314749	-	WP_011101843.1	WP_011101843.1		glycyl-radical enzyme activating protein			LP_RS11020	804	267	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2314885	2315640	+							LP_RS11025	756		old_locus_tag=lp_2597
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2314885	2315640	+	WP_011101844.1	WP_011101844.1		DeoR/GlpR family DNA-binding transcription regulator			LP_RS11025	756	251	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2315863	2318307	+							LP_RS11030	2445		old_locus_tag=lp_2598
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2315863	2318307	+	WP_011101845.1	WP_011101845.1		glycyl radical protein			LP_RS11030	2445	814	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2318940	2319890	+							LP_RS11035	951		old_locus_tag=lp_2599
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2318940	2319890	+	WP_011101846.1	WP_011101846.1		sugar-binding transcriptional regulator			LP_RS11035	951	316	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2320032	2320745	+							LP_RS11040	714		old_locus_tag=lp_2600
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2320032	2320745	+	WP_011101847.1	WP_011101847.1		fructose-6-phosphate aldolase			LP_RS11040	714	237	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2320993	2321763	-							LP_RS11045	771		old_locus_tag=lp_2601
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2320993	2321763	-	WP_011101848.1	WP_011101848.1		Cof-type HAD-IIB family hydrolase			LP_RS11045	771	256	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2321779	2322717	-							LP_RS11050	939		old_locus_tag=lp_2602
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2321779	2322717	-	WP_011101849.1	WP_011101849.1		LacI family DNA-binding transcriptional regulator			LP_RS11050	939	312	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2322892	2323755	+							LP_RS11055	864		old_locus_tag=lp_2603
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2322892	2323755	+	WP_011101850.1	WP_011101850.1		MurR/RpiR family transcriptional regulator			LP_RS11055	864	287	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2323885	2324862	-							LP_RS11060	978		old_locus_tag=lp_2604
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2323885	2324862	-	WP_011101851.1	WP_011101851.1		Gfo/Idh/MocA family oxidoreductase			LP_RS11060	978	325	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2325088	2326107	-							LP_RS11065	1020		old_locus_tag=lp_2606
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2325088	2326107	-	WP_003642679.1	WP_003642679.1		Gfo/Idh/MocA family oxidoreductase			LP_RS11065	1020	339	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2326329	2328332	+							LP_RS11070	2004		old_locus_tag=lp_2608
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2326329	2328332	+	WP_011101852.1	WP_011101852.1		Na+/H+ antiporter			LP_RS11070	2004	667	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2328602	2330353	+							LP_RS11075	1752		old_locus_tag=lp_2610
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2328602	2330353	+	WP_011101853.1	WP_011101853.1		1-deoxy-D-xylulose-5-phosphate synthase			LP_RS11075	1752	583	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2330790	2331344	+							LP_RS11080	555		old_locus_tag=lp_2612
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2330790	2331344	+	WP_003642674.1	WP_003642674.1		cysteine hydrolase			LP_RS11080	555	184	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2331405	2332178	-							LP_RS11085	774		old_locus_tag=lp_2613
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2331405	2332178	-	WP_003642673.1	WP_003642673.1		ABC transporter permease			LP_RS11085	774	257	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2332168	2332878	-							LP_RS11090	711		old_locus_tag=lp_2614
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2332168	2332878	-	WP_003642672.1	WP_003642672.1		ABC transporter ATP-binding protein			LP_RS11090	711	236	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2332859	2333248	-							LP_RS11095	390		old_locus_tag=lp_2615
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2332859	2333248	-	WP_003642671.1	WP_003642671.1		GntR family transcriptional regulator			LP_RS11095	390	129	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2333436	2333717	+							LP_RS11100	282		old_locus_tag=lp_2616
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2333436	2333717	+	WP_003642670.1	WP_003642670.1		bacteriocin immunity protein			LP_RS11100	282	93	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2333770	2335032	-							LP_RS11105	1263		old_locus_tag=lp_2617
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2333770	2335032	-	WP_011101247.1	WP_011101247.1		ISL3-like element ISP1 family transposase			LP_RS11105	1263	420	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2335892	2336815	-							LP_RS11110	924		old_locus_tag=lp_2620
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2335892	2336815	-	WP_011101854.1	WP_011101854.1		alpha/beta hydrolase			LP_RS11110	924	307	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2336932	2338731	+							LP_RS11115	1800		old_locus_tag=lp_2621
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2336932	2338731	+	WP_011101855.1	WP_011101855.1		M3 family oligoendopeptidase			LP_RS11115	1800	599	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2338749	2339165	+							LP_RS11120	417		old_locus_tag=lp_2622
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2338749	2339165	+	WP_003642665.1	WP_003642665.1		helix-turn-helix domain-containing protein			LP_RS11120	417	138	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2339175	2340026	+							LP_RS11125	852		old_locus_tag=lp_2623
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2339175	2340026	+	WP_003645914.1	WP_003645914.1		hypothetical protein			LP_RS11125	852	283	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2340153	2340509	-							LP_RS11130	357		old_locus_tag=lp_2624
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2340153	2340509	-	WP_011101856.1	WP_011101856.1		DUF6483 family protein			LP_RS11130	357	118	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2340524	2340808	-							LP_RS11135	285		old_locus_tag=lp_2625
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2340524	2340808	-	WP_011101857.1	WP_011101857.1		LasU family protein			LP_RS11135	285	94	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2341564	2343321	-					spxB		LP_RS11140	1758		old_locus_tag=lp_2629
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2341564	2343321	-	WP_011101858.1	WP_011101858.1		pyruvate oxidase	spxB		LP_RS11140	1758	585	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2343554	2343949	+							LP_RS11145	396		old_locus_tag=lp_2630
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2343554	2343949	+	WP_011101859.1	WP_011101859.1		hypothetical protein			LP_RS11145	396	131	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2344008	2344793	-							LP_RS11150	786		old_locus_tag=lp_2631
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2344008	2344793	-	WP_003642658.1	WP_003642658.1		alpha/beta fold hydrolase			LP_RS11150	786	261	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2344957	2345277	-							LP_RS11155	321		old_locus_tag=lp_2633
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2344957	2345277	-	WP_003642657.1	WP_003642657.1		thioredoxin family protein			LP_RS11155	321	106	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2345349	2346470	-							LP_RS11160	1122		old_locus_tag=lp_2634
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2345349	2346470	-	WP_011101860.1	WP_011101860.1		PLP-dependent transferase			LP_RS11160	1122	373	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2346918	2347217	-							LP_RS11165	300		old_locus_tag=lp_2635
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2346918	2347217	-	WP_003642655.1	WP_003642655.1		hypothetical protein			LP_RS11165	300	99	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2347499	2348152	-							LP_RS11170	654		old_locus_tag=lp_2636
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2347499	2348152	-	WP_223843901.1	WP_223843901.1		hypothetical protein			LP_RS11170	654	217	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2348602	2349108	+							LP_RS11175	507		old_locus_tag=lp_2638
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2348602	2349108	+	WP_003642653.1	WP_003642653.1		DUF2798 domain-containing protein			LP_RS11175	507	168	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2349698	2350147	-							LP_RS11180	450		old_locus_tag=lp_2641
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2349698	2350147	-	WP_003642652.1	WP_003642652.1		hypothetical protein			LP_RS11180	450	149	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2350181	2350561	-							LP_RS11185	381		old_locus_tag=lp_2642
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2350181	2350561	-	WP_003642651.1	WP_003642651.1		hypothetical protein			LP_RS11185	381	126	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2350575	2351588	-							LP_RS11190	1014		old_locus_tag=lp_2643
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2350575	2351588	-	WP_003642650.1	WP_003642650.1		lipoate--protein ligase			LP_RS11190	1014	337	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2352090	2354435	-							LP_RS11195	2346		old_locus_tag=lp_2645
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2352090	2354435	-	WP_223843849.1	WP_223843849.1		SH3 domain-containing protein			LP_RS11195	2346	781	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2354927	2355349	-							LP_RS11200	423		old_locus_tag=lp_2647
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2354927	2355349	-	WP_011101864.1	WP_011101864.1		PTS sugar transporter subunit IIA			LP_RS11200	423	140	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2355351	2356166	-					agaD		LP_RS11205	816		old_locus_tag=lp_2648
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2355351	2356166	-	WP_011101865.1	WP_011101865.1		PTS galactosamine transporter subunit IID	agaD		LP_RS11205	816	271	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2356156	2356965	-					agaC		LP_RS11210	810		old_locus_tag=lp_2649
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2356156	2356965	-	WP_011101866.1	WP_011101866.1		PTS galactosamine transporter subunit IIC	agaC		LP_RS11210	810	269	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2356966	2357448	-					agaB		LP_RS11215	483		old_locus_tag=lp_2650
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2356966	2357448	-	WP_011101867.1	WP_011101867.1		PTS galactosamine transporter subunit IIB	agaB		LP_RS11215	483	160	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2357479	2358219	-							LP_RS11220	741		old_locus_tag=lp_2651
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2357479	2358219	-	WP_223843850.1	WP_223843850.1		GntR family transcriptional regulator			LP_RS11220	741	246	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2358902	2359363	+							LP_RS11225	462		old_locus_tag=lp_2652
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2358902	2359363	+	WP_003645906.1	WP_003645906.1		universal stress protein			LP_RS11225	462	153	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	2359449	2360351	+							LP_RS11230	903		old_locus_tag=lp_2653
